,name,difficulty_code,district,difficulty,description,polyline
4629,LAKEVIEW BLVD E,d,Current,#FF0000,In street minor separation,"[(48.609135204651544, -110.33756199189392), (48.60944149537155, -110.33721794153603), (48.609538235198116, -110.33716935427489), (48.61011586616469, -110.33705151971522), (48.61221591593982, -110.33662497699889), (48.61235943087188, -110.33659582555069), (48.61313933147708, -110.33636408364482), (48.617979064872564, -110.33492283579221), (48.61816515217506, -110.33479412655339), (48.618263488037016, -110.334679768246), (48.618329263480284, -110.33454041513835), (48.618541671406504, -110.33376843031623), (48.61865193976956, -110.33282088071125), (48.618663702838354, -110.332719797813), (48.618723429415795, -110.3323685746978), (48.61875400714597, -110.33214516999612), (48.618869448954875, -110.33130164573457), (48.618970561195894, -110.33056283425746), (48.61898444951968, -110.33046132711324), (48.61905889554674, -110.32991732637905), (48.61913006131396, -110.32939724743811), (48.61913422263466, -110.32937659682725), (48.61913768061063, -110.32935797053153), (48.619140882728274, -110.32933923951599), (48.619143827646816, -110.32932041457255), (48.61914651111822, -110.329301500087), (48.61914893636254, -110.32928250590666), (48.61915109716413, -110.32926344032948), (48.619152996430444, -110.32924430976304), (48.61915463282009, -110.32922512500024), (48.61915600727306, -110.32920589636136), (48.61915711263385, -110.32918662182433), (48.61915795534353, -110.32916732108379), (48.61915853343427, -110.32914799805317), (48.6191588452519, -110.3291286600849), (48.619158889455996, -110.32910931797173), (48.619158668953006, -110.32908997812163), (48.61915818437001, -110.32907064741487), (48.619157432085274, -110.32905133711674), (48.619156415319075, -110.32903205707497), (48.619155132104154, -110.32901281120193), (48.61915358566089, -110.32899360934634), (48.61915177661618, -110.32897445838762), (48.6191497036285, -110.3289553691185), (48.61914736991881, -110.32893635138761), (48.61914477351981, -110.32891740910667), (48.619141917651625, -110.3288985521242), (48.619138802941464, -110.3288797873202), (48.619135432609234, -110.32886112454202), (48.6191318072817, -110.3288425706707), (48.6191279253051, -110.32882413305856), (48.61912379052614, -110.32880582843309), (48.61911940656646, -110.32878764552993), (48.61911477333877, -110.32876960890118), (48.61910989343668, -110.32875172151532), (48.61910476748727, -110.32873399025186), (48.61909939871069, -110.32871642495884), (48.61909379198191, -110.32869902813127), (48.61908794399271, -110.32868181447432), (48.61908186386596, -110.32866478209864), (48.61907554860693, -110.32864794914838), (48.61906900443121, -110.32863130732699), (48.61906223384483, -110.32861488415435), (48.61905523653478, -110.32859867619015), (48.619048019343595, -110.32858268201736), (48.619040584150646, -110.32856692227621), (48.61903293355031, -110.32855139993384), (48.61902507273086, -110.32853612092552), (48.619017002005286, -110.3285210886914), (48.61900872428068, -110.32850630963853), (48.61900024765344, -110.32849179611044), (48.61899157440359, -110.32847754763323), (48.618982706097704, -110.32846358140772), (48.618973646357944, -110.32844988616841), (48.61896440131221, -110.32843647817094), (48.618954973867574, -110.32842336382184), (48.61894536921215, -110.32841054905685), (48.61893558994028, -110.3283980368428), (48.61892564092691, -110.328385829675), (48.61891552570559, -110.32837394084075), (48.61890524655781, -110.32836236986692), (48.61889481551324, -110.32835112127141), (48.61888423091799, -110.32834020240598), (48.61887349764716, -110.32832961576605), (48.6188626208886, -110.3283193672861), (48.61885160323689, -110.32830945993382), (48.61884045475412, -110.32829990213851), (48.618829177721814, -110.32829069342738), (48.61881777504701, -110.3282818402082), (48.618806253885445, -110.32827334450282)]"
4630,26TH AVE SW,e,Current,#00FF00,Enhanced Street,"[(48.40236719923694, -110.5090857842775), (48.40216197891162, -110.50913626736525), (48.395392823724876, -110.51080094969227)]"
4632,S GENESEE ST,d,Current,#FF0000,In street minor separation,"[(48.39294281936713, -110.20827388270027), (48.39252024635233, -110.20413478075169)]"
4633,FREMONT AVE N,e,Current,#00FF00,Enhanced Street,"[(48.8812827205325, -110.3439192031115), (48.881299728086304, -110.3439156804192), (48.883883774256354, -110.34334513820664), (48.884912742897654, -110.34311792819693)]"
4635,DEXTER AVE N,d,Current,#FF0000,In street minor separation,"[(48.665600344055854, -110.37640771941676), (48.67000170997363, -110.37595672763312)]"
4636,18TH AVE S,e,Current,#00FF00,Enhanced Street,"[(48.476699646594064, -110.30222552010548), (48.476496143820334, -110.30227558782536), (48.4756072027836, -110.30249428424773), (48.474009017512664, -110.30288743011262)]"
4638,47TH AVE SW,d,Current,#FF0000,In street minor separation,"[(48.35003653384491, -110.61421952162645), (48.34989434450736, -110.61419494344521), (48.3497512842782, -110.61418740252952), (48.34960828671475, -110.61419694861641), (48.34946914006223, -110.61422297922556), (48.34946624989909, -110.61422352007015), (48.348671936909724, -110.61441953429991)]"
4641,NW 65TH ST,d,Current,#FF0000,Sharrows,"[(48.79008957176888, -110.45476294326828), (48.790320738497115, -110.4558175233339), (48.790334548484836, -110.45591028838419), (48.79034579638589, -110.45598862292508), (48.79065568603361, -110.45910963453724), (48.79069777505291, -110.4595336052006)]"
4643,NE RAVENNA BLVD,i,Current,#FFFF00,In street major separation,"[(48.75701327774409, -110.26238651347037), (48.75582511359237, -110.259017133346), (48.75565866010148, -110.25854504926365)]"
4646,ROOSEVELT WAY NE,i,Current,#FFFF00,In street major separation,"[(48.72238788314348, -110.27158326878033), (48.72270135485103, -110.27131397607016), (48.72295629054103, -110.27111506825732), (48.723334076100166, -110.2708540887853), (48.72357080902921, -110.27071968160891), (48.7282073442714, -110.26946685914233)]"
4647,BROADWAY,i,Current,#FFFF00,In street major separation,"[(48.53867034584875, -110.32574851627476), (48.539513425338406, -110.32555142422405)]"
4648,NE 125TH ST,i,Current,#FFFF00,In street major separation,"[(48.908950439871646, -110.2100549255468), (48.90890467058082, -110.20965190393348), (48.90844241900188, -110.20558155664834)]"
4655,26TH AVE SW,e,Current,#00FF00,Enhanced Street,"[(48.41408151232901, -110.50620389515578), (48.40822398211177, -110.50764510387091), (48.40810969031318, -110.50767322044938), (48.40236719923694, -110.5090857842775)]"
4657,35TH AVE NE,i,Current,#FFFF00,In street major separation,"[(48.79783154602397, -110.16186300586614), (48.8009690365303, -110.16121637768117)]"
4660,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.45941541397891, -110.31970476158969), (48.45578108542252, -110.32046158772913)]"
4661,22ND AVE,e,Current,#00FF00,Enhanced Street,"[(48.568492498125565, -110.260596600809), (48.56862540497132, -110.26056183996941), (48.574029371467866, -110.25914814966393), (48.57403185161058, -110.25915005291382), (48.574035286114224, -110.25915007273127), (48.574038717243994, -110.25915013177617), (48.57404215608907, -110.25915022423577), (48.57404558928055, -110.25915035639804), (48.574049023345154, -110.25915052340055), (48.574052456001944, -110.25915072571858), (48.57405588725112, -110.25915096335251), (48.57405931740808, -110.2591512397385), (48.57406274584179, -110.25915154800369), (48.57406617349916, -110.25915189845718), (48.57406959974879, -110.25915228422681), (48.57407302395927, -110.25915269843907), (48.57407644511278, -110.25915315531503), (48.5740798648589, -110.25915364750651), (48.57408328319738, -110.25915417501415), (48.574086697847704, -110.25915473831233), (48.574090108809976, -110.25915533740148), (48.574093518679675, -110.259155975243), (48.57409692454612, -110.2591566454387), (48.57410032703977, -110.25915735486213), (48.57410372781036, -110.25915809616423), (48.57410712292791, -110.25915887716921), (48.57411051632224, -110.2591596900539), (48.57411390374919, -110.25916053920415), (48.57411728780117, -110.25916142758219), (48.57412066816619, -110.25916235175102), (48.574124044527686, -110.25916330827432), (48.574127414920525, -110.25916430106389), (48.574130781625186, -110.25916532964449), (48.574134144641945, -110.25916639401589), (48.57413750397049, -110.25916749417814), (48.57414085276952, -110.25916863155724), (48.57414419984525, -110.2591698008155), (48.57414754095282, -110.25917100633974), (48.5741508760916, -110.25917224813068), (48.57415420494634, -110.25917352275096), (48.57415752783229, -110.25917483363774), (48.57416084475004, -110.25917618079035), (48.57416415538336, -110.25917756077277), (48.57416746004856, -110.25917897702159), (48.57417075614893, -110.25918042657523), (48.574174048561275, -110.25918191192017), (48.57417733044387, -110.25918343448123), (48.574180608638976, -110.2591849928337), (48.57418387763831, -110.25918657761794), (48.57418713870446, -110.25918820258015), (48.57419039348564, -110.25918986037235), (48.57419363970292, -110.2591915514692), (48.57419687735595, -110.2591932758712), (48.57420010903999, -110.25919503653942), (48.57420333019488, -110.25919683442451), (48.574206544750076, -110.25919866170251), (48.574209750741275, -110.25920052228562), (48.57421294620208, -110.25920242008547), (48.57421613506375, -110.25920434727854), (48.57421931339635, -110.25920631168805), (48.57422248316391, -110.25920830940312), (48.574225641771456, -110.2592103374616), (48.57422879212974, -110.25921240226148), (48.57423193164332, -110.25921450084113), (48.574235064557314, -110.25921662881474), (48.57423818662636, -110.25921879056861), (48.574241297850705, -110.25922098610243), (48.57424439822945, -110.25922321541664), (48.574247487448304, -110.25922547507426), (48.57425056810273, -110.25922776803694), (48.5742536333521, -110.25923009573006), (48.57425669200023, -110.25923245281712), (48.57425974208455, -110.25923484320869), (48.57426277872837, -110.25923726441953), (48.57426580224684, -110.25923971988558), (48.574268814604615, -110.25924220569524), (48.574271818398195, -110.25924472480993), (48.5742748038744, -110.25924727225781), (48.574277785662716, -110.2592498554965), (48.57428075109867, -110.25925246315647), (48.57428370372473, -110.25925510850823), (48.57428664519035, -110.25925778420374), (48.574289575180316, -110.25926048680624), (48.57429248976428, -110.25926322413943), (48.57429539318812, -110.25926599181692), (48.57429828545149, -110.25926878983779), (48.57430116167791, -110.25927161571607), (48.57430402477911, -110.25927447585002), (48.57430687640469, -110.25927736289135), (48.574309714589276, -110.25928028075127), (48.574312537052805, -110.25928322990566), (48.57431534804025, -110.25928620596693), (48.57431814330715, -110.2592892133224), (48.574320925132064, -110.25929225149726), (48.574323693201535, -110.25929531705394), (48.574326447198885, -110.259298406557), (48.57432918610605, -110.25930153422703), (48.57433191125687, -110.25930468927909), (48.57433462005601, -110.25930786875293), (48.574337315413715, -110.25931107904543), (48.57433999701536, -110.25931431672012), (48.57434266030008, -110.25931758272793), (48.57434531014368, -110.25932087955456), (48.57434794591576, -110.25932420032724), (48.574350561090384, -110.25932754990785), (48.57435316738502, -110.25933092935708), (48.574355752766444, -110.25933433417734), (48.57435832635741, -110.25933776246876), (48.574360882261, -110.25934122596607), (48.57436342118225, -110.25934470701097), (48.5743663315134, -110.25934777795291)]"
4662,15TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.480227735322245, -110.3151755015884), (48.48007570186673, -110.31510416163974), (48.479421688041825, -110.31479729998213), (48.478095129013745, -110.31512380351901)]"
4664,4TH AVE,i,Current,#FFFF00,In street major separation,"[(48.556352194108534, -110.3693323214025), (48.559607694134584, -110.37139832588412), (48.55988308655639, -110.3715731086096)]"
4665,E CHERRY ST,d,Current,#FF0000,In street minor separation,"[(48.54770250893051, -110.29248370208636), (48.54723352466265, -110.28818017404119)]"
4666,N 125TH ST,d,Current,#FF0000,Sharrows,"[(48.921964554808326, -110.32963055344877), (48.921950277164996, -110.32949655139343), (48.92194741920012, -110.32946969860804), (48.92187545778083, -110.32879430823401), (48.92061081586421, -110.31693027402662)]"
4668,8TH AVE NW,d,Current,#FF0000,In street minor separation,"[(48.77488615466949, -110.42370536511801), (48.777238987613, -110.42305176366317)]"
4671,E INTERLAKEN BLVD,e,Current,#00FF00,Enhanced Street,"[(48.636660428514546, -110.26210679727922), (48.636471117343724, -110.26205352825669), (48.636322675174576, -110.26177530448578), (48.63628653549307, -110.2613809007099), (48.636314146463306, -110.2607876917196), (48.636493628430564, -110.26028647085572), (48.6380077047757, -110.25891933948077), (48.63829884065341, -110.2585184727278), (48.638380553659275, -110.25806854452743), (48.638304188207364, -110.25768251864632), (48.63815851275567, -110.25743464668348), (48.63792128569223, -110.25708219130439), (48.63763827803115, -110.2566774570425), (48.63728382223403, -110.2561639601272), (48.637184560768574, -110.25575180841793), (48.63719139753772, -110.25537934951073), (48.637175344934235, -110.25498074651684), (48.637084423928236, -110.25465961248014), (48.63694430919811, -110.25447242453765), (48.636662804550035, -110.254531181441), (48.636361191377425, -110.25459413825892), (48.63566299509157, -110.25480170471094), (48.63521784551935, -110.25486369978458), (48.63494254172902, -110.25476656996906), (48.63471365110367, -110.25450515945921), (48.63461716556459, -110.25412337071047), (48.63459832922838, -110.2536944522599), (48.634671042695565, -110.25337009540932), (48.635258837989404, -110.25262902887155), (48.635680833465834, -110.25164429265602), (48.635821318049516, -110.25071832056439), (48.63582661204831, -110.2498824092394), (48.635837463542835, -110.24910717016651), (48.635701371307086, -110.24851721378485), (48.63444516548746, -110.24580434616172)]"
4673,6TH AVE S,d,Current,#FF0000,In street minor separation,"[(48.52143031113922, -110.3488266781077), (48.51871356670552, -110.34947926387123)]"
